#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	Aas	[aːs]		死肉；腐肉〈n.〉	
row	pron	Abbiegen	[abiːɡən]		旋转；转弯处；车削工作；车削〈n.〉	
row	pron	Abbild	[abɪlt]		影像；肖像；想象〈n.〉	
row	pron	Abbringen	[abʁɪnɡən]		劝阻；劝戒；谏诤〈n.〉	
row	pron	Abdruck	[abdʁʊk]		副本；摹仿；一册；复印〈n.m.〉	
row	pron	Abend	[aːbənt]		傍晚；晚上〈n.m.〉	
row	pron	Abendessen	[aːbəndəsən]		晚餐〈n.〉	
row	pron	Abenteuer	[aːbəntɔʏɐ]		冒险〈n.〉	
row	pron	Aberglaube	[aːbəʁɡlaʊbə]		迷信〈n.m.〉	
row	pron	Abfahrt	[abfaːʁt]		离开；出发；违背〈n.f.〉	
row	pron	Abfall	[abfal]		垃圾；废料；废物；下降〈n.m.〉	
row	pron	Abfangen	[abfanɡən]		列；线；绳〈n.〉	
row	pron	Abfindung	[abfɪndʊnk]		偿清〈n.f.〉	
row	pron	Abfluss	[abflʊs]		流出的；由河湖等流出之水流〈n.m.〉	
row	pron	Abgang	[abɡank]		下马；卸除卷〈n.m.〉	
row	pron	Abgrund	[abɡʁʊnt]		深渊；深邃；地狱〈n.m.〉	
row	pron	Abheben	[abhəbən]		损失；遗失；失败〈n.〉	
row	pron	Abhören	[abhœʁən]		拦截；截断；截住〈n.〉	
row	pron	Abkommen	[abkɔmən]		大会；协定；惯例〈n.〉	
row	pron	Abkürzung	[abkʏʁt͡sʊnk]		缩写词；缩写；缩短〈n.f.〉	
row	pron	Ablassen	[ablasən]		排放；放气；放出；停止〈n.〉	
row	pron	Ablauf	[ablaʊf]		周期；循环；自行车〈n.m.〉	
row	pron	Ablehnung	[ableːnʊnk]		拒绝；推却；优先决定权〈n.f.〉	
row	pron	Ablenkung	[ablənkʊnk]		分心〈n.f.〉	
row	pron	Ablenkungsmanöver	[ablənkʊnɡsmanœfɐ]		转移注意力策略；声东击西手段；牵制行动〈n.〉	
row	pron	Abmachung	[abmaxʊnk]		协定〈n.f.〉	
row	pron	Abreise	[abʁaɪzə]		离开；出发；违背〈n.f.〉	
row	pron	Abreisen	[abʁaɪzən]		离开；出发；背离〈n.〉	
row	pron	Absatz	[abzat͡s]		段落〈n.m.〉	
row	pron	Abschied	[abʃiːt]		告别；分歧处〈n.m.〉	
row	pron	Abschiedsbrief	[abʃiːdsbʁiːf]		辞别；再见〈n.m.〉	
row	pron	Abschleppen	[abʃləpən]		拖；拖绳；拖轮〈n.〉	
row	pron	Abschluss	[abʃlʊs]		结束；毕业〈n.m.〉	
row	pron	Abschlussfeier	[abʃlʊsfaɪɐ]		开始；毕业典礼〈n.f.〉	
row	pron	Abschnitt	[abʃnɪt]		章；篇；重要章节〈n.m.〉	
row	pron	Abschuss	[abʃʊs]		发射；船下水；下水典礼〈n.f.〉	
row	pron	Abseits	[abzaɪts]		小声说的话；离开〈n.〉	
row	pron	Absender	[abzəndɐ]		委托者；发货人；货主；寄销人〈n.m.〉	
row	pron	Absetzen	[abzət͡sən]		空投〈n.〉	
row	pron	Absicht	[abzɪçt]		意图〈n.f.〉	
row	pron	Absperrung	[abspəʁʊnk]		障碍；栅栏；势垒；阻片〈n.f.〉	
row	pron	Abspielen	[abspiːlən]		重放；重放装置；重现〈n.〉	
row	pron	Abstammung	[abstamʊnk]		祖先；世系；名门出身〈n.f.〉	
row	pron	Abstand	[abstant]		距离〈n.m.〉	
row	pron	Abstimmen	[abstɪmən]		投票表决；协调；调准〈n.〉	
row	pron	Abstimmung	[abstɪmʊnk]		投票；投票用纸；抽签〈n.f.〉	
row	pron	Absturz	[abstʊʁt͡s]		哗啦声；猛撞；崩溃〈n.m.〉	
row	pron	Abt	[abt]		男修道院院长；大寺院男住持〈n.m.〉	
row	pron	Abteil	[abtaɪl]		分隔间；卧车包房；防水舱隔；隔室〈n.〉	
row	pron	Abteilung	[abtaɪlʊnk]		部门〈n.f.〉	
row	pron	Abteilungsleiter	[abtaɪlʊnɡslaɪtɐ]		头；头脑；领袖〈n.m.〉	
row	pron	Abtreten	[abtʁətən]		取代；代位；代替〈n.〉	
row	pron	Abu	[aːbʊ]		阿布扎比〈n.〉	
row	pron	Abwaschen	[abvaʃən]		洗餐具；待洗餐具〈n.〉	
row	pron	Abwechslung	[abvəkslʊnk]		变化；找回的零钱；找头〈n.f.〉	
row	pron	Abwehr	[abveːɐ]		防卫；防卫设备；辩护〈n.f.〉	
row	pron	Abwerfen	[abvəʁfən]		切断；除去；切除〈n.〉	
row	pron	Abwesenheit	[abvəzənhaɪt]		缺席〈n.f.〉	
row	pron	Abzeichen	[abt͡saɪçən]		象征；徽章〈n.〉	
row	pron	Abzug	[abt͡suːk]		撤离〈n.m.〉	
row	pron	Achse	[aksə]		轴；车轴〈n.f.〉	
row	pron	Achterbahn	[axtəʁbaːn]		过山车〈n.f.〉	
row	pron	Achtung	[axtʊnk]		注意〈n.f.〉	
row	pron	Acker	[akɐ]		英亩〈n.m.〉	
row	pron	Adel	[aːdəl]		贵族；高尚；贵族阶级〈n.m.〉	
row	pron	Ader	[aːdɐ]		血管；静脉；矿脉〈n.f.〉	
row	pron	Adler	[adlɐ]		鹰〈n.m.〉	
row	pron	Admiral	[admɪʁaːl]		海军上将〈n.m.〉	
row	pron	Adoption	[aːdɔpt͡sjoːn]		采用；采纳；收养〈n.f.〉	
row	pron	Adrenalin	[adʁənaliːn]		肾上腺素〈n.〉	
row	pron	Adresse	[adʁəsə]		地址〈n.f.〉	
row	pron	Affe	[afə]		猴子〈n.m.〉	
row	pron	Affäre	[afɛʁə]		绯闻；事件〈n.f.〉	
row	pron	Afghanistan	[afɡhanɪstaːn]		阿富汗〈n.〉	
row	pron	Afrika	[afʁɪka]		非洲〈n.〉	
row	pron	Afrikanische	[afʁɪkanɪʃə]		非洲事物；非洲风格〈n.〉	
row	pron	Agent	[aːɡənt]		特工；代理人〈n.m.〉	
row	pron	Agentur	[aːɡəntuːɐ]		中介机构〈n.f.〉	
row	pron	Aggression	[aɡʁəsɪoːn]		侵犯；侵略；攻击〈n.f.〉	
row	pron	Agieren	[aːɡiːʁən]		秘密行动；秘密；鬼祟〈n.〉	
row	pron	Ahnung	[aːnʊnk]		概念；线索〈n.f.〉	
row	pron	Akademie	[aːkadəmiː]		学院；院校；学会〈n.f.〉	
row	pron	Akt	[akt]		行为；一幕〈n.m.〉	
row	pron	Akte	[aktə]		档案〈n.f.〉	
row	pron	Aktenkoffer	[aktənkɔfɐ]		公事包〈n.m.〉	
row	pron	Aktentasche	[aktəntaʃə]		公文包；公事包〈n.f.〉	
row	pron	Aktie	[aktiː]		股票〈n.f.〉	
row	pron	Aktion	[akt͡sjoːn]		行动〈n.f.〉	
row	pron	Aktive	[aktɪfə]		积极分子；在役人员〈n.〉	
row	pron	Aktivität	[aktɪfɪtɛːt]		活动〈n.f.〉	
row	pron	Aktuelle	[aktʊələ]		辩论；讨论；争论〈n.〉	
row	pron	Akzent	[akt͡sənt]		口音〈n.m.〉	
row	pron	Alabama	[aːlabama]		亚拉巴马州〈n.〉	
row	pron	Alarm	[aːlaʁm]		警报〈n.m.〉	
row	pron	Alarmanlage	[aːlaʁmanlaɡə]		惊恐；警报〈n.f.〉	
row	pron	Alarmbereitschaft	[aːlaʁmbəʁaɪt͡ʃaft]		戒备状态；警戒就绪〈n.f.〉	
row	pron	Alarmstufe	[aːlaʁmstʊfə]		警报级别；警戒等级〈n.f.〉	
row	pron	Alaska	[aːlaska]		阿拉斯加州〈n.〉	
row	pron	Albtraum	[albtʁaʊm]		噩梦〈n.m.〉	
row	pron	Album	[albuːm]		粘贴簿；唱片套；白色物〈n.〉	
row	pron	Ale	[aːlə]		麦芽酒〈n.〉	
row	pron	Algerien	[alɡəʁiːn]		阿尔及利亚〈n.〉	
row	pron	Alibi	[aːlɪbɪ]		不在场证明〈n.〉	
row	pron	Alkohol	[alkoːoːl]		酒精〈n.m.〉	
row	pron	Allah	[alaː]		安拉〈n.m.〉	
row	pron	Allergie	[aləʁɡiː]		变应性；反感；厌恶；变态反应〈n.f.〉	
row	pron	Allianz	[alɪant͡s]		联盟〈n.f.〉	
row	pron	Alligator	[alɪɡatoːɐ]		短吻鳄〈n.m.〉	
row	pron	Allmächtige	[almɛçtɪɡə]		全能者；上帝〈n.m.〉	
row	pron	Alltag	[altaːk]		日常生活；平日〈n.m.〉	
row	pron	Alma	[alma]		丰饶之母；母校〈n.〉	
row	pron	Almosen	[almɔzən]		施舍；救济金；救济品〈n.〉	
row	pron	Alpen	[alpən]		阿尔卑斯山〈n.〉	
row	pron	Alpha	[alfa]		阿尔法〈n.〉	
row	pron	Alphabet	[alfabət]		字母；字母表〈n.〉	
row	pron	Altar	[altaːɐ]		圣坛；祭坛〈n.m.〉	
row	pron	Alter	[altɐ]		年龄〈n.〉	
row	pron	Altern	[altɐn]		变老；成熟；老化；陈化〈n.〉	
row	pron	Alternative	[altəʁnatɪfə]		替代方案〈n.f.〉	
row	pron	Alzheimer	[alt͡shaɪmɐ]		早老性痴呆；阿耳滋海默氏病〈n.〉	
row	pron	Amateur	[aːmatɔʏɐ]		业余爱好者；外行；爱好者；业余家〈n.m.〉	
row	pron	Ambitionen	[ambɪt͡sjoːnən]		气质；耐力；勇气〈n.〉	
row	pron	Amerika	[aːməʁɪka]		美国〈n.〉	
row	pron	Amerikaner	[aːməʁɪkanɐ]		美国人〈n.m.〉	
row	pron	Amerikanisches	[aːməʁɪkanɪʃəs]		美洲事物；美国风格〈n.〉	
row	pron	Ami	[aːmɪ]		新英格兰人；北方诸州的人；美国佬〈n.m.〉	
row	pron	Amor	[aːmoːɐ]		丘比特；丘比特画像；美男孩〈n.m.〉	
row	pron	Ampel	[ampəl]		绞死；绞杀；悬挂；绞刑〈n.f.〉	
row	pron	Amsterdam	[amstəʁdaːm]		阿姆斯特丹〈n.〉	
row	pron	Amt	[amt]		办公室；部；公职〈n.〉	
row	pron	Amulett	[aːmʊlət]		护身符〈n.〉	
row	pron	Analyse	[aːnalʏzə]		分析〈n.f.〉	
