#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	Aas	[aːs]		死肉；腐肉〈n.〉	
row	pron	Abbiegen	[apbiːɡən]		转弯；拐弯〈n.〉	
row	pron	Abbild	[apbɪlt]		影像；肖像；图像〈n.〉	
row	pron	Abbringen	[apbʁɪŋən]		劝阻；使放弃〈v.t.〉	
row	pron	Abdruck	[apdʁʊk]		副本；印刷；压痕〈n.m.〉	
row	pron	Abend	[aːbənt]		傍晚；晚上〈n.m.〉	
row	pron	Abendessen	[aːbəndəsən]		晚餐〈n.〉	
row	pron	Abenteuer	[aːbəntɔʏɐ]		冒险〈n.〉	
row	pron	Aberglaube	[aːbəʁɡlaʊbə]		迷信〈n.m.〉	
row	pron	Abfahrt	[abfaːʁt]		出发；离开；下坡道〈n.f.〉	
row	pron	Abfall	[apfaːl]		垃圾；废料；废物；下降〈n.m.〉	
row	pron	Abfangen	[apfaːŋən]		拦截；截住；拦截传球〈v.t.〉	
row	pron	Abfindung	[apfɪndʊŋ]		补偿金；遣散费〈n.f.〉	
row	pron	Abfluss	[apflʊs]		排水；下水道；流出〈n.m.〉	
row	pron	Abgang	[abɡank]		离开；损失；退场〈n.m.〉	
row	pron	Abgrund	[abɡʁʊnt]		深渊；地狱〈n.m.〉	
row	pron	Abheben	[apheːbən]		提取(款项)；起飞；强调〈v.〉	
row	pron	Abhören	[aphøːʁən]		窃听；监听；听诊〈v.t.〉	
row	pron	Abkommen	[abkɔmən]		协定；协议〈n.〉	
row	pron	Abkürzung	[apkʏʁt͡sʊŋ]		缩写词；缩写；缩短〈n.f.〉	
row	pron	Ablassen	[aplaːzən]		排放；放出；停止〈v.t.〉	
row	pron	Ablauf	[ablaʊf]		过程；流程；到期〈n.m.〉	
row	pron	Ablehnung	[apleːnʊŋ]		拒绝；否决〈n.f.〉	
row	pron	Ablenkung	[aplənkʊŋ]		分心〈n.f.〉	
row	pron	Ablenkungsmanöver	[aplənkʊŋsmanøːfɐ]		转移注意力策略；声东击西手段；牵制行动〈n.〉	
row	pron	Abmachung	[apmaxʊŋ]		协定〈n.f.〉	
row	pron	Abreise	[abʁaɪzə]		出发；动身〈n.f.〉	
row	pron	Abreisen	[abʁaɪzən]		出发；离开〈v.〉	
row	pron	Absatz	[abzat͡s]		段落〈n.m.〉	
row	pron	Abschied	[abʃiːt]		告别；离别〈n.m.〉	
row	pron	Abschiedsbrief	[ˈapʃiːtsbʁiːf]		告别信；绝笔信〈n.m.〉	
row	pron	Abschleppen	[ˈapʃlɛpən]		拖曳；拖走（车辆）〈v.〉	
row	pron	Abschluss	[abʃlʊs]		结束；毕业〈n.m.〉	
row	pron	Abschlussfeier	[abʃlʊsfaɪɐ]		毕业典礼；结业典礼〈n.f.〉	
row	pron	Abschnitt	[abʃnɪt]		章；篇；重要章节〈n.m.〉	
row	pron	Abschuss	[abʃʊs]		发射；击落〈n.m.〉	
row	pron	Abseits	[abzaɪts]		越位；偏远处〈n.〉	
row	pron	Absender	[abzəndɐ]		寄件人；发信人〈n.m.〉	
row	pron	Absetzen	[abzət͡sən]		放下；免职；使下台〈v.〉	
row	pron	Absicht	[abzɪçt]		意图〈n.f.〉	
row	pron	Absperrung	[abˈʃpɛʁʊŋ]		封锁；警戒线；障碍物〈n.f.〉	
