#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	사랑	[sʰa̠ɾa̠ŋ]	[sʰa̠ɾa̠ŋ]	爱 (情感)	
row	pron	감사합니다	[ˈka̠(ː)msʰa̠ɦa̠mnida̠]	[ˈka̠(ː)msʰa̠ɦa̠mnida̠]	感谢 (问候)	
row	pron	안녕하세요	[a̠nɲʌ̹ŋɦa̠sʰe̞jo]	[a̠nɲʌ̹ŋɦa̠sʰe̞jo]	你好 (问候)	
row	pron	죄송합니다	[t͡ɕwe̞sʰo̞ŋɦa̠mnida̠]	[t͡ɕwe̞sʰo̞ŋɦa̠mnida̠]	对不起 (表达)	
row	pron	네	[ne̞(ː)]	[ne̞(ː)]	是 (基础)	
row	pron	아니요	[a̠nijo]	[a̠nijo]	不 (基础)	
row	pron	맛있다	[ma̠ɕʰit̚t͈a̠]	[ma̠ɕʰit̚t͈a̠]	美味 (食物)	
row	pron	물	[muɭ]	[muɭ]	水 (食物)	
row	pron	친구	[t͡ɕʰinɡu]	[t͡ɕʰinɡu]	朋友 (人际关系)	
row	pron	가족	[ka̠d͡ʑo̞k̚]	[ka̠d͡ʑo̞k̚]	家庭 (关系)	
row	pron	귀엽다	[ˈkɥi(ː)jʌ̹p̚t͈a̠]	[ˈkɥi(ː)jʌ̹p̚t͈a̠]	可爱 (描述)	
row	pron	행복하다	[ˈhɛ(ː)ŋbo̞kʰa̠da̠]	[ˈhɛ(ː)ŋbo̞kʰa̠da̠]	开心 (情感)	
row	pron	슬프다	[sʰɯɭpʰɯda̠]	[sʰɯɭpʰɯda̠]	悲伤；悲哀；难过 (형용사)	
row	pron	배고프다	[pɛɡo̞pʰɯda̠]	[pɛɡo̞pʰɯda̠]	饿 (日常生活)	
row	pron	피곤하다	[pʰiɡo̞nɦa̠da̠]	[pʰiɡo̞nɦa̠da̠]	累 (日常生活)	
row	pron	커피	[kʰʌ̹pʰi]	[kʰʌ̹pʰi]	咖啡 (饮食)	
row	pron	밥	[pa̠p̚]	[pa̠p̚]	饭 (饮食)	
row	pron	학교	[ha̠k̚k͈jo]	[ha̠k̚k͈jo]	学校 (教育)	
row	pron	선생님	[sʰʌ̹nsʰɛŋnim]	[sʰʌ̹nsʰɛŋnim]	老师 (教育)	
row	pron	학생	[ha̠ks͈ɛŋ]	[ha̠ks͈ɛŋ]	学生 (教育)	
row	pron	책	[t͡ɕʰɛk̚]	[t͡ɕʰɛk̚]	书 (教育)	
row	pron	병원	[ˈpjɘ(ː)ŋwʌ̹n]	[ˈpjɘ(ː)ŋwʌ̹n]	医院 (日常生活)	
row	pron	돈	[to̞(ː)n]	[to̞(ː)n]	金钱 (日常生活)	
row	pron	날씨	[na̠ɭɕ͈i]	[na̠ɭɕ͈i]	天 气 (日常生活)	
row	pron	기차	[kit͡ɕʰa̠]	[kit͡ɕʰa̠]	火车 (旅行)	
row	pron	공항	[ko̞ŋɦa̠ŋ]	[ko̞ŋɦa̠ŋ]	机场 (명사)	
row	pron	호텔	[ɸʷo̞tʰe̞ɭ]	[ɸʷo̞tʰe̞ɭ]	酒店 (旅行)	
row	pron	화장실	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	浴室 (旅行)	
row	pron	실례합니다	[ɕiɭɭje̞ɦa̠mnida̠]	[ɕiɭɭje̞ɦa̠mnida̠]	麻烦 (表达)	
row	pron	얼마	[ʌ̹ɭma̠]	[ʌ̹ɭma̠]	多少 (购物)	
row	pron	싸다	[s͈a̠da̠]	[s͈a̠da̠]	便宜 (购物)	
row	pron	비싸다	[pis͈a̠da̠]	[pis͈a̠da̠]	昂贵 (购物)	
row	pron	모르겠어요	[muɾɯɡe̞s͈ʌ̹jo]	[muɾɯɡe̞s͈ʌ̹jo]	我不知道 (表达)	
row	pron	좋아요	[ˈt͡ɕo̞(ː)a̠jo]	[ˈt͡ɕo̞(ː)a̠jo]	好；可以 (表达)	
row	pron	싫어요	[ɕʰiɾʌ̹jo]	[ɕʰiɾʌ̹jo]	不要；讨厌 (表达)	
row	pron	주세요	[t͡ɕusɛ̝jo]	[t͡ɕusɛ̝jo]	请 (基础)	
row	pron	잠깐만요	[t͡ɕamk͈anmanjo]	[t͡ɕamk͈anmanjo]	等一下 (表达)	
row	pron	축하합니다	[t͡ɕʰuka̠hamnida]	[t͡ɕʰuka̠hamnida]	恭喜 (表达)	
row	pron	일	[i(ː)ɭ]	[i(ː)ɭ]	工作 (日常生活)	
row	pron	음악	[ɯma̠k̚]	[ɯma̠k̚]	音乐 (娱乐)	
row	pron	영화	[jʌ̹ŋβwa̠]	[jʌ̹ŋβwa̠]	电影 (娱乐)	
row	pron	전화	[t͡ɕʌ̹nwa̠]	[t͡ɕʌ̹nwa̠]	电话 (日常生活)	
row	pron	도와주세요	[to̞wa̠t͡ɕusɛ̝jo]	[to̞wa̠t͡ɕusɛ̝jo]	帮助 (基础)	
row	pron	남자친구	[na̠md͡ʑa̠t͡ɕʰinɡu]	[na̠md͡ʑa̠t͡ɕʰinɡu]	男朋友 (关系)	
row	pron	여자친구	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	女朋友 (关系)	
row	pron	건배	[kʌ̹nbɛ]	[kʌ̹nbɛ]	干杯 (文化)	
row	pron	케이팝	[kʰe̞ipʰa̠p̚]	[kʰe̞ipʰa̠p̚]	韩国流行音乐 (文化)	
row	pron	아이돌	[a̠ido̞ɭ]	[a̠ido̞ɭ]	K-pop偶像 (文化)	
row	pron	팬덤	[pʰɛndʌ̹m]	[pʰɛndʌ̹m]	粉丝圈 (文化)	
row	pron	태권도	[tʰɛk͈wʌ̹ndo̞]	[tʰɛk͈wʌ̹ndo̞]	跆拳道 (文化)	
row	pron	먹방	[mʌ̹k̚p͈a̠ŋ]	[mʌ̹k̚p͈a̠ŋ]	吃播 (文化)	
row	pron	피시방	[pʰiɕʰiba̠ŋ]	[pʰiɕʰiba̠ŋ]	网咖 (文化)	
row	pron	케이뷰티	[kʰe̞ipʰjutʰi]	[kʰe̞ipʰjutʰi]	韩式美妆 (文化)	
row	pron	웹툰	[we̞p̚tʰun]	[we̞p̚tʰun]	网路漫画 (文化)	
row	pron	만화	[ˈma̠(ː)nβwa̠]	[ˈma̠(ː)nβwa̠]	韩国漫画 (文化)	
row	pron	집	[t͡ɕip̚]	[t͡ɕip̚]	家 (日常生活)	
row	pron	일어나다	[iɾʌ̹na̠da̠]	[iɾʌ̹na̠da̠]	起床 (日常生活)	
row	pron	아침밥	[a̠t͡ɕʰimba̠p̚]	[a̠t͡ɕʰimba̠p̚]	早餐 (日常生活)	
row	pron	카페	[k͈a̠pʰe̞]	[k͈a̠pʰe̞]	咖啡厅 (日常生活)	
row	pron	회의	[ˈɸwe̞(ː)ɰi]	[ˈɸwe̞(ː)ɰi]	会议 (日常生活)	
row	pron	점심시간	[ˈt͡ɕɘ(ː)mɕʰimɕʰiɡa̠n]	[ˈt͡ɕɘ(ː)mɕʰimɕʰiɡa̠n]	午餐时间 (日常生活)	
row	pron	주말	[t͡ɕuma̠ɭ]	[t͡ɕuma̠ɭ]	周末 (日常生活)	
row	pron	아파트	[a̠pʰa̠tʰɯ]	[a̠pʰa̠tʰɯ]	公寓 (日常生活)	
row	pron	빨래	[p͈a̠ɭɭɛ]	[p͈a̠ɭɭɛ]	洗衣 (日常生活)	
row	pron	장보기	[t͡ɕa̠mboɡi]	[t͡ɕa̠mboɡi]	买菜 (日常生活)	
row	pron	운동	[ˈu(ː)ndo̞ŋ]	[ˈu(ː)ndo̞ŋ]	运动 (日常生活)	
row	pron	은행	[ɯnɦɛŋ]	[ɯnɦɛŋ]	银行 (日常生活)	
row	pron	배달	[ˈpɛ(ː)da̠ɭ]	[ˈpɛ(ː)da̠ɭ]	外送 (日常生活)	
row	pron	인터넷	[intʰʌ̹ne̞t̚]	[intʰʌ̹ne̞t̚]	网路 (日常生活)	
row	pron	노래방	[no̞ɾɛba̠ŋ]	[no̞ɾɛba̠ŋ]	KTV包厢 (日常生活)	
row	pron	결혼식	[kjʌ̹ɾβo̞nɕʰik̚]	[kjʌ̹ɾβo̞nɕʰik̚]	婚礼 (日常生活)	
row	pron	휴일	[çuiɭ]	[çuiɭ]	假日 (日常生活)	
row	pron	마트	[ma̠tʰɯ]	[ma̠tʰɯ]	超市 (日常生活)	
row	pron	엘리베이터	[e̞ʎʎibe̞itʰʌ̹]	[e̞ʎʎibe̞itʰʌ̹]	电梯 (日常生活)	
row	pron	이웃	[iut̚]	[iut̚]	邻居 (日常生活)	
row	pron	아이들	[a̠idɯɭ]	[a̠idɯɭ]	孩子 (日常生活)	
row	pron	일정	[iʎt͡ɕ͈ʌ̹ŋ]	[iʎt͡ɕ͈ʌ̹ŋ]	行程 (日常生活)	
row	pron	이발	[ˈi(ː)ba̠ɭ]	[ˈi(ː)ba̠ɭ]	剪发 (日常生活)	
row	pron	낮잠	[na̠t̚t͡ɕ͈a̠m]	[na̠t̚t͡ɕ͈a̠m]	小睡 (日常生活)	
row	pron	집밥	[t͡ɕip̚p͈a̠p̚]	[t͡ɕip̚p͈a̠p̚]	在家做饭 (日常生活)	
row	pron	스트레스	[sʰɯtʰɯɾe̞s͈ɯ]	[sʰɯtʰɯɾe̞s͈ɯ]	压力 (日常生活)	
row	pron	공부	[ko̞ŋbu]	[ko̞ŋbu]	学习 (日常生活)	
row	pron	취미	[ˈt͡ɕʰɥi(ː)mi]	[ˈt͡ɕʰɥi(ː)mi]	兴趣爱好 (日常生活)	
row	pron	도서관	[to̞sʰʌ̹ɡwa̠n]	[to̞sʰʌ̹ɡwa̠n]	图书馆 (日常生活)	
row	pron	우체국	[ut͡ɕʰe̞ɡuk̚]	[ut͡ɕʰe̞ɡuk̚]	邮局 (日常生活)	
row	pron	숙제	[sʰuk̚t͡ɕ͈e̞]	[sʰuk̚t͡ɕ͈e̞]	作业 (教育)	
row	pron	시험	[ɕʰiɦʌ̹m]	[ɕʰiɦʌ̹m]	考试 (教育)	
row	pron	테스트	[tʰe̞sʰɯtʰɯ]	[tʰe̞sʰɯtʰɯ]	测验 (教育)	
row	pron	퀴즈	[kʰɥid͡ʑɯ]	[kʰɥid͡ʑɯ]	测验 (教育)	
row	pron	성적	[sʰʌ̹ŋd͡ʑʌ̹k̚]	[sʰʌ̹ŋd͡ʑʌ̹k̚]	等级： (教育)	
row	pron	점수	[t͡ɕʌ̹ms͈u]	[t͡ɕʌ̹ms͈u]	得分 (教育)	
row	pron	이해	[ˈi(ː)ɦɛ]	[ˈi(ː)ɦɛ]	理解 (教育)	
row	pron	질문	[t͡ɕiɭmun]	[t͡ɕiɭmun]	问题 (教育)	
row	pron	답	[ta̠p̚]	[ta̠p̚]	答案 (教育)	
row	pron	수업	[sʰuʌ̹p̚]	[sʰuʌ̹p̚]	纲 (教育)	
row	pron	레슨	[ɾe.s͈ʌn]	[ɾe.s͈ʌn]	课程 (教育)	
row	pron	과목	[kwa̠mo̞k̚]	[kwa̠mo̞k̚]	主题 (教育)	
row	pron	수학	[ˈsʰu(ː)ɦa̠k̚]	[ˈsʰu(ː)ɦa̠k̚]	数学 (教育)	
row	pron	과학	[kwa̠ɦa̠k̚]	[kwa̠ɦa̠k̚]	科学 (教育)	
row	pron	영어	[jʌ̹ŋʌ̹]	[jʌ̹ŋʌ̹]	中文 (教育)	
row	pron	역사	[jʌ̹ks͈a̠]	[jʌ̹ks͈a̠]	历史 (教育)	
row	pron	미술	[ˈmi(ː)sʰuɭ]	[ˈmi(ː)sʰuɭ]	艺术 (教育)	
row	pron	체육	[t͡ɕʰe̞juk̚]	[t͡ɕʰe̞juk̚]	教育选修课 (教育)	
row	pron	교실	[ˈkjo(ː)ɕʰiɭ]	[ˈkjo(ː)ɕʰiɭ]	课桌式 (教育)	
