#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	사랑	[sʰa̠ɾa̠ŋ]	[sʰa̠ɾa̠ŋ]	[[sʰa̠ɾa̠ŋ]] 爱 (情感)	
row	pron	감사합니다	[ˈka̠(ː)msʰa̠ɦa̠mnida̠]	[ˈka̠(ː)msʰa̠ɦa̠mnida̠]	[[ˈka̠(ː)msʰa̠ɦa̠mnida̠]] 感谢 (问候)	
row	pron	안녕하세요	[a̠nɲʌ̹ŋɦa̠sʰe̞jo]	[a̠nɲʌ̹ŋɦa̠sʰe̞jo]	[[a̠nɲʌ̹ŋɦa̠sʰe̞jo]] 你好 (问候)	
row	pron	죄송합니다			对不起 (表达)	
row	pron	네	[ne̞(ː)]	[ne̞(ː)]	[[ne̞(ː)]] 是 (基础)	
row	pron	아니요	[a̠nijo]	[a̠nijo]	[[a̠nijo]] 不 (基础)	
row	pron	맛있다	[ma̠ɕʰit̚t͈a̠]	[ma̠ɕʰit̚t͈a̠]	[[ma̠ɕʰit̚t͈a̠]] 美味 (食物)	
row	pron	물	[muɭ]	[muɭ]	[[muɭ]] 水 (食物)	
row	pron	친구	[t͡ɕʰinɡu]	[t͡ɕʰinɡu]	[[t͡ɕʰinɡu]] 朋友 (人际关系)	
row	pron	가족	[ka̠d͡ʑo̞k̚]	[ka̠d͡ʑo̞k̚]	[[ka̠d͡ʑo̞k̚]] 科 (关系)	
row	pron	귀엽다	[ˈkɥi(ː)jʌ̹p̚t͈a̠]	[ˈkɥi(ː)jʌ̹p̚t͈a̠]	[[ˈkɥi(ː)jʌ̹p̚t͈a̠]] 可爱 (描述)	
row	pron	행복하다	[ˈhɛ(ː)ŋbo̞kʰa̠da̠]	[ˈhɛ(ː)ŋbo̞kʰa̠da̠]	[[ˈhɛ(ː)ŋbo̞kʰa̠da̠]] 开心 (情感)	
row	pron	슬프다	[sʰɯɭpʰɯda̠]	[sʰɯɭpʰɯda̠]	[[sʰɯɭpʰɯda̠]] 哀: (情感)	
row	pron	배고프다	[pɛɡo̞pʰɯda̠]	[pɛɡo̞pʰɯda̠]	[[pɛɡo̞pʰɯda̠]] 饿 (日常生活)	
row	pron	피곤하다	[pʰiɡo̞nɦa̠da̠]	[pʰiɡo̞nɦa̠da̠]	[[pʰiɡo̞nɦa̠da̠]] 累 (日常生活)	
row	pron	커피	[kʰʌ̹pʰi]	[kʰʌ̹pʰi]	[[kʰʌ̹pʰi]] 咖啡 (饮食)	
row	pron	밥	[pa̠p̚]	[pa̠p̚]	[[pa̠p̚]] 饭 (饮食)	
row	pron	학교	[ha̠k̚k͈jo]	[ha̠k̚k͈jo]	[[ha̠k̚k͈jo]] 学校 (教育)	
row	pron	선생님	[sʰʌ̹nsʰɛŋnim]	[sʰʌ̹nsʰɛŋnim]	[[sʰʌ̹nsʰɛŋnim]] 老师 (教育)	
row	pron	학생	[ha̠ks͈ɛŋ]	[ha̠ks͈ɛŋ]	[[ha̠ks͈ɛŋ]] 学生 (教育)	
row	pron	책	[t͡ɕʰɛk̚]	[t͡ɕʰɛk̚]	[[t͡ɕʰɛk̚]] 书 (教育)	
row	pron	병원	[ˈpjɘ(ː)ŋwʌ̹n]	[ˈpjɘ(ː)ŋwʌ̹n]	[[ˈpjɘ(ː)ŋwʌ̹n]] 医院 (日常生活)	
row	pron	돈	[to̞(ː)n]	[to̞(ː)n]	[[to̞(ː)n]] 金钱 (日常生活)	
row	pron	날씨	[na̠ɭɕ͈i]	[na̠ɭɕ͈i]	[[na̠ɭɕ͈i]] 天 气 (日常生活)	
row	pron	기차	[kit͡ɕʰa̠]	[kit͡ɕʰa̠]	[[kit͡ɕʰa̠]] 火车 (旅行)	
row	pron	공항	[ko̞ŋɦa̠ŋ]	[ko̞ŋɦa̠ŋ]	[[ko̞ŋɦa̠ŋ]] 【2】银行 (旅行)	
row	pron	호텔	[ɸʷo̞tʰe̞ɭ]	[ɸʷo̞tʰe̞ɭ]	[[ɸʷo̞tʰe̞ɭ]] 酒店 (旅行)	
row	pron	화장실	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	[ɸwa̠d͡ʑa̠ŋɕʰiɭ]	[[ɸwa̠d͡ʑa̠ŋɕʰiɭ]] 浴室 (旅行)	
row	pron	실례합니다			麻烦 (表达)	
row	pron	얼마	[ʌ̹ɭma̠]	[ʌ̹ɭma̠]	[[ʌ̹ɭma̠]] 多少 (购物)	
row	pron	싸다	[s͈a̠da̠]	[s͈a̠da̠]	[[s͈a̠da̠]] 便宜 (购物)	
row	pron	비싸다	[pis͈a̠da̠]	[pis͈a̠da̠]	[[pis͈a̠da̠]] 昂贵 (购物)	
row	pron	모르겠어요			我不知道 (表达)	
row	pron	좋아요	[ˈt͡ɕo̞(ː)a̠jo]	[ˈt͡ɕo̞(ː)a̠jo]	[[ˈt͡ɕo̞(ː)a̠jo]] 我喜欢 (表达)	
row	pron	싫어요	[ɕʰiɾʌ̹jo]	[ɕʰiɾʌ̹jo]	[[ɕʰiɾʌ̹jo]] 我不喜欢 (表达)	
row	pron	주세요			请 (基础)	
row	pron	잠깐만요			等一下 (表达)	
row	pron	축하합니다			恭喜 (表达)	
row	pron	일	[i(ː)ɭ]	[i(ː)ɭ]	[[i(ː)ɭ]] 工作 (日常生活)	
row	pron	음악	[ɯma̠k̚]	[ɯma̠k̚]	[[ɯma̠k̚]] 音乐 (娱乐)	
row	pron	영화	[jʌ̹ŋβwa̠]	[jʌ̹ŋβwa̠]	[[jʌ̹ŋβwa̠]] 电影 (娱乐)	
row	pron	전화	[t͡ɕʌ̹nwa̠]	[t͡ɕʌ̹nwa̠]	[[t͡ɕʌ̹nwa̠]] 电话 (日常生活)	
row	pron	도와주세요			帮助 (基础)	
row	pron	남자친구	[na̠md͡ʑa̠t͡ɕʰinɡu]	[na̠md͡ʑa̠t͡ɕʰinɡu]	[[na̠md͡ʑa̠t͡ɕʰinɡu]] 男朋友 (关系)	
row	pron	여자친구	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	[jʌ̹d͡ʑa̠t͡ɕʰinɡu]	[[jʌ̹d͡ʑa̠t͡ɕʰinɡu]] 女朋友 (关系)	
row	pron	건배	[kʌ̹nbɛ]	[kʌ̹nbɛ]	[[kʌ̹nbɛ]] 干杯 (文化)	
row	pron	케이팝	[kʰe̞ipʰa̠p̚]	[kʰe̞ipʰa̠p̚]	[[kʰe̞ipʰa̠p̚]] 韩国流行音乐 (文化)	
row	pron	아이돌	[a̠ido̞ɭ]	[a̠ido̞ɭ]	[[a̠ido̞ɭ]] K-pop偶像 (文化)	
row	pron	팬덤	[pʰɛndʌ̹m]	[pʰɛndʌ̹m]	[[pʰɛndʌ̹m]] 粉丝圈 (文化)	
row	pron	태권도	[tʰɛk͈wʌ̹ndo̞]	[tʰɛk͈wʌ̹ndo̞]	[[tʰɛk͈wʌ̹ndo̞]] 跆拳道 (文化)	
row	pron	먹방	[mʌ̹k̚p͈a̠ŋ]	[mʌ̹k̚p͈a̠ŋ]	[[mʌ̹k̚p͈a̠ŋ]] 吃播 (文化)	
row	pron	피시방	[pʰiɕʰiba̠ŋ]	[pʰiɕʰiba̠ŋ]	[[pʰiɕʰiba̠ŋ]] 网咖 (文化)	
row	pron	케이뷰티			K-Beauty（韩国美妆） (文化)	
row	pron	웹툰	[we̞p̚tʰun]	[we̞p̚tʰun]	[[we̞p̚tʰun]] 网路漫画 (文化)	
row	pron	만화	[ˈma̠(ː)nβwa̠]	[ˈma̠(ː)nβwa̠]	[[ˈma̠(ː)nβwa̠]] 韩国漫画 (文化)	
row	pron	집	[t͡ɕip̚]	[t͡ɕip̚]	[[t͡ɕip̚]] 家 (日常生活)	
row	pron	일어나다	[iɾʌ̹na̠da̠]	[iɾʌ̹na̠da̠]	[[iɾʌ̹na̠da̠]] 起床 (日常生活)	
row	pron	아침밥	[a̠t͡ɕʰimba̠p̚]	[a̠t͡ɕʰimba̠p̚]	[[a̠t͡ɕʰimba̠p̚]] 早餐 (日常生活)	
row	pron	카페	[k͈a̠pʰe̞]	[k͈a̠pʰe̞]	[[k͈a̠pʰe̞]] 咖啡厅 (日常生活)	
